Borough,Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
Staten Island,Ethnicity,Black,2007,4 year August,817,488,59.7,407,49.8,83.4,55,6.7,11.3,352,43.1,72.1,81,9.9,16.6,197,24.1,95,11.6,8,1,26,3.2
Staten Island,Ethnicity,Black,2006,4 year August,771,449,58.2,343,44.5,76.4,85,11.0,18.9,258,33.5,57.5,106,13.7,23.6,173,22.4,104,13.5,13,1.7,32,4.2
Staten Island,Ethnicity,Black,2005,4 year August,778,445,57.2,294,37.8,66.1,62,8.0,13.9,232,29.8,52.1,151,19.4,33.9,180,23.1,87,11.2,18,2.3,48,6.2
Staten Island,Ethnicity,Black,2013,4 year June,678,437,64.5,374,55.2,85.6,74,10.9,16.9,300,44.2,68.6,63,9.3,14.4,129,19,81,11.9,11,1.6,19,2.8
Staten Island,Ethnicity,Black,2012,4 year June,702,462,65.8,393,56.0,85.1,75,10.7,16.2,318,45.3,68.8,69,9.8,14.9,151,21.5,72,10.3,5,0.7,12,1.7
Staten Island,Ethnicity,Black,2011,4 year June,681,432,63.4,363,53.3,84.0,42,6.2,9.7,321,47.1,74.3,69,10.1,16,135,19.8,87,12.8,15,2.2,11,1.6
Staten Island,Ethnicity,Black,2010,4 year June,696,441,63.4,374,53.7,84.8,44,6.3,10,330,47.4,74.8,67,9.6,15.2,142,20.4,92,13.2,6,0.9,15,2.2
Staten Island,Ethnicity,Black,2009,4 year June,753,437,58.0,378,50.2,86.5,67,8.9,15.3,311,41.3,71.2,59,7.8,13.5,187,24.8,96,12.7,11,1.5,22,2.9
Staten Island,Ethnicity,Black,2008,4 year June,800,461,57.6,407,50.9,88.3,79,9.9,17.1,328,41,71.1,54,6.8,11.7,202,25.3,101,12.6,11,1.4,24,3
Staten Island,Ethnicity,Black,2007,4 year June,817,469,57.4,394,48.2,84.0,55,6.7,11.7,339,41.5,72.3,75,9.2,16,215,26.3,96,11.8,9,1.1,24,2.9
Staten Island,Ethnicity,Black,2006,4 year June,771,427,55.4,333,43.2,78.0,85,11.0,19.9,248,32.2,58.1,94,12.2,22,195,25.3,104,13.5,13,1.7,32,4.2
Staten Island,Ethnicity,Black,2005,4 year June,778,429,55.1,289,37.1,67.4,62,8.0,14.5,227,29.2,52.9,140,18,32.6,196,25.2,87,11.2,18,2.3,48,6.2
Staten Island,Ethnicity,Black,2004,4 year June,694,349,50.3,247,35.6,70.8,78,11.2,22.3,169,24.4,48.4,102,14.7,29.2,231,33.3,90,13,20,2.9,4,0.6
Staten Island,Ethnicity,Black,2003,4 year June,739,396,53.6,260,35.2,65.7,59,8.0,14.9,201,27.2,50.8,136,18.4,34.3,239,32.3,72,9.7,20,2.7,12,1.6
Staten Island,Ethnicity,Black,2002,4 year June,686,334,48.7,203,29.6,60.8,39,5.7,11.7,164,23.9,49.1,132,19.2,39.5,225,32.8,90,13.1,15,2.2,22,3.2
Staten Island,Ethnicity,Black,2001,4 year June,621,282,45.4,161,25.9,57.1,39,6.3,13.8,122,19.6,43.3,122,19.6,43.3,207,33.3,100,16.1,31,5,1,0.2
Staten Island,Ethnicity,Black,2012,5 year August,689,508,73.7,417,60.5,82.1,75,10.9,14.8,342,49.6,67.3,91,13.2,17.9,60,8.7,98,14.2,8,1.2,15,2.2
Staten Island,Ethnicity,Black,2011,5 year August,682,484,71.0,395,57.9,81.6,42,6.2,8.7,353,51.8,72.9,89,13,18.4,48,7,119,17.4,18,2.6,13,1.9
Staten Island,Ethnicity,Black,2010,5 year August,690,491,71.2,404,58.6,82.3,44,6.4,9,360,52.2,73.3,87,12.6,17.7,43,6.2,118,17.1,13,1.9,23,3.3
Staten Island,Ethnicity,Black,2009,5 year August,743,503,67.7,416,56.0,82.7,67,9.0,13.3,349,47,69.4,87,11.7,17.3,56,7.5,149,20.1,7,0.9,25,3.4
Staten Island,Ethnicity,Black,2008,5 year August,789,521,66.0,443,56.1,85.0,79,10.0,15.2,364,46.1,69.9,78,9.9,15,61,7.7,153,19.4,23,2.9,29,3.7
Staten Island,Ethnicity,Black,2007,5 year August,805,535,66.5,429,53.3,80.2,55,6.8,10.3,374,46.5,69.9,106,13.2,19.8,65,8.1,152,18.9,20,2.5,31,3.9
Staten Island,Ethnicity,Black,2006,5 year August,783,482,61.6,358,45.7,74.3,85,10.9,17.6,273,34.9,56.6,124,15.8,25.7,90,11.5,156,19.9,24,3.1,31,4
Staten Island,Ethnicity,Black,2012,5 year June,689,507,73.6,417,60.5,82.2,75,10.9,14.8,342,49.6,67.5,90,13.1,17.8,61,8.9,98,14.2,8,1.2,15,2.2
Staten Island,Ethnicity,Black,2011,5 year June,682,481,70.5,392,57.5,81.5,42,6.2,8.7,350,51.3,72.8,89,13,18.5,51,7.5,119,17.4,18,2.6,13,1.9
Staten Island,Ethnicity,Black,2010,5 year June,690,488,70.7,402,58.3,82.4,44,6.4,9,358,51.9,73.4,86,12.5,17.6,46,6.7,118,17.1,13,1.9,23,3.3
Staten Island,Ethnicity,Black,2009,5 year June,743,493,66.4,411,55.3,83.4,67,9.0,13.6,344,46.3,69.8,82,11,16.6,65,8.7,150,20.2,7,0.9,25,3.4
Staten Island,Ethnicity,Black,2008,5 year June,789,516,65.4,439,55.6,85.1,79,10.0,15.3,360,45.6,69.8,77,9.8,14.9,66,8.4,153,19.4,23,2.9,29,3.7
Staten Island,Ethnicity,Black,2007,5 year June,805,526,65.3,425,52.8,80.8,55,6.8,10.5,370,46,70.3,101,12.5,19.2,71,8.8,155,19.3,20,2.5,31,3.9
Staten Island,Ethnicity,Black,2006,5 year June,783,480,61.3,357,45.6,74.4,85,10.9,17.7,272,34.7,56.7,123,15.7,25.6,92,11.7,159,20.3,24,3.1,28,3.6
Staten Island,Ethnicity,Black,2005,5 year June,798,479,60.0,306,38.3,63.9,61,7.6,12.7,245,30.7,51.1,173,21.7,36.1,86,10.8,154,19.3,27,3.4,50,6.3
Staten Island,Ethnicity,Black,2004,5 year June,731,434,59.4,275,37.6,63.4,79,10.8,18.2,196,26.8,45.2,159,21.8,36.6,60,8.2,136,18.6,28,3.8,73,10
Staten Island,Ethnicity,Black,2003,5 year June,739,445,60.2,274,37.1,61.6,59,8.0,13.3,215,29.1,48.3,171,23.1,38.4,105,14.2,139,18.8,36,4.9,14,1.9
Staten Island,Ethnicity,Black,2002,5 year June,686,387,56.4,223,32.5,57.6,39,5.7,10.1,184,26.8,47.5,169,24.6,43.7,130,19,122,17.8,24,3.5,23,3.4
Staten Island,Ethnicity,Black,2001,5 year June,621,338,54.4,177,28.5,52.4,40,6.4,11.8,137,22.1,40.5,164,26.4,48.5,74,11.9,165,26.6,43,6.9,1,0.2
Staten Island,Ethnicity,Black,2011,6 year June,682,496,72.7,402,58.9,81.0,42,6.2,8.5,360,52.8,72.6,94,13.8,19,27,4,122,17.9,19,2.8,17,2.5
Staten Island,Ethnicity,Black,2010,6 year June,689,497,72.1,410,59.5,82.5,44,6.4,8.9,366,53.1,73.6,87,12.6,17.5,34,4.9,121,17.6,14,2,23,3.3
Staten Island,Ethnicity,Black,2009,6 year June,739,512,69.3,416,56.3,81.3,67,9.1,13.1,349,47.2,68.2,96,13,18.8,29,3.9,159,21.5,13,1.8,24,3.2
Staten Island,Ethnicity,Black,2008,6 year June,783,530,67.7,450,57.5,84.9,79,10.1,14.9,371,47.4,70,80,10.2,15.1,33,4.2,161,20.6,33,4.2,23,2.9
Staten Island,Ethnicity,Black,2007,6 year June,804,557,69.3,435,54.1,78.1,55,6.8,9.9,380,47.3,68.2,122,15.2,21.9,25,3.1,169,21,21,2.6,30,3.7
Staten Island,Ethnicity,Black,2006,6 year June,761,506,66.5,364,47.8,71.9,85,11.2,16.8,279,36.7,55.1,142,18.7,28.1,36,4.7,168,22.1,20,2.6,29,3.8
Staten Island,Ethnicity,Black,2005,6 year June,799,501,62.7,312,39.0,62.3,61,7.6,12.2,251,31.4,50.1,189,23.7,37.7,48,6,176,22,27,3.4,47,5.9
Staten Island,Ethnicity,Black,2004,6 year June,731,453,62.0,279,38.2,61.6,79,10.8,17.4,200,27.4,44.2,174,23.8,38.4,62,8.5,159,21.8,27,3.7,28,3.8
Staten Island,Ethnicity,Black,2003,6 year June,744,463,62.2,277,37.2,59.8,59,7.9,12.7,218,29.3,47.1,186,25,40.2,46,6.2,169,22.7,36,4.8,30,4
Staten Island,Ethnicity,Black,2002,6 year June,686,410,59.8,229,33.4,55.9,39,5.7,9.5,190,27.7,46.3,186,27.1,45.4,67,9.8,158,23,28,4.1,23,3.4
Staten Island,Ethnicity,Black,2001,6 year June,621,354,57.0,183,29.5,51.7,40,6.4,11.3,143,23,40.4,176,28.3,49.7,40,6.4,182,29.3,44,7.1,1,0.2
Staten Island,Ethnicity,Hispanic,2013,4 year August,1157,804,69.5,703,60.8,87.4,162,14.0,20.1,541,46.8,67.3,101,8.7,12.6,198,17.1,125,10.8,10,0.9,20,1.7
Staten Island,Ethnicity,Hispanic,2012,4 year August,1150,800,69.6,695,60.4,86.9,125,10.9,15.6,570,49.6,71.3,105,9.1,13.1,206,17.9,119,10.3,9,0.8,16,1.4
Staten Island,Ethnicity,Hispanic,2011,4 year August,1068,690,64.6,596,55.8,86.4,123,11.5,17.8,473,44.3,68.6,94,8.8,13.6,211,19.8,132,12.4,6,0.6,28,2.6
Staten Island,Ethnicity,Hispanic,2010,4 year August,1044,732,70.1,632,60.5,86.3,106,10.2,14.5,526,50.4,71.9,100,9.6,13.7,170,16.3,125,12,2,0.2,15,1.4
Staten Island,Ethnicity,Hispanic,2009,4 year August,984,613,62.3,559,56.8,91.2,108,11.0,17.6,451,45.8,73.6,54,5.5,8.8,193,19.6,140,14.2,10,1,27,2.7
Staten Island,Ethnicity,Hispanic,2008,4 year August,1056,663,62.8,613,58.0,92.5,115,10.9,17.3,498,47.2,75.1,50,4.7,7.5,228,21.6,131,12.4,7,0.7,26,2.5
Staten Island,Ethnicity,Hispanic,2007,4 year August,1000,609,60.9,516,51.6,84.7,106,10.6,17.4,410,41,67.3,93,9.3,15.3,222,22.2,124,12.4,10,1,32,3.2
Staten Island,Ethnicity,Hispanic,2006,4 year August,906,564,62.3,433,47.8,76.8,114,12.6,20.2,319,35.2,56.6,131,14.5,23.2,177,19.5,116,12.8,12,1.3,36,4
Staten Island,Ethnicity,Hispanic,2005,4 year August,915,513,56.1,369,40.3,71.9,94,10.3,18.3,275,30.1,53.6,144,15.7,28.1,204,22.3,127,13.9,15,1.6,56,6.1
Staten Island,Ethnicity,Hispanic,2013,4 year June,1157,775,67.0,682,58.9,88.0,162,14.0,20.9,520,44.9,67.1,93,8,12,227,19.6,125,10.8,10,0.9,20,1.7
Staten Island,Ethnicity,Hispanic,2012,4 year June,1150,772,67.1,678,59.0,87.8,125,10.9,16.2,553,48.1,71.6,94,8.2,12.2,234,20.3,119,10.3,9,0.8,16,1.4
Staten Island,Ethnicity,Hispanic,2011,4 year June,1068,663,62.1,580,54.3,87.5,123,11.5,18.6,457,42.8,68.9,83,7.8,12.5,238,22.3,132,12.4,6,0.6,28,2.6
Staten Island,Ethnicity,Hispanic,2010,4 year June,1044,685,65.6,602,57.7,87.9,105,10.1,15.3,497,47.6,72.6,83,8,12.1,217,20.8,125,12,2,0.2,15,1.4
Staten Island,Ethnicity,Hispanic,2009,4 year June,984,586,59.6,539,54.8,92.0,108,11.0,18.4,431,43.8,73.5,47,4.8,8,219,22.3,140,14.2,11,1.1,27,2.7
Staten Island,Ethnicity,Hispanic,2008,4 year June,1056,639,60.5,597,56.5,93.4,115,10.9,18,482,45.6,75.4,42,4,6.6,252,23.9,131,12.4,7,0.7,26,2.5
Staten Island,Ethnicity,Hispanic,2007,4 year June,1000,588,58.8,504,50.4,85.7,105,10.5,17.9,399,39.9,67.9,84,8.4,14.3,243,24.3,125,12.5,10,1,31,3.1
Staten Island,Ethnicity,Hispanic,2006,4 year June,906,547,60.4,425,46.9,77.7,114,12.6,20.8,311,34.3,56.9,122,13.5,22.3,194,21.4,116,12.8,12,1.3,36,4
Staten Island,Ethnicity,Hispanic,2005,4 year June,915,479,52.3,358,39.1,74.7,94,10.3,19.6,264,28.9,55.1,121,13.2,25.3,238,26,127,13.9,15,1.6,56,6.1
Staten Island,Ethnicity,Hispanic,2004,4 year June,829,429,51.7,312,37.6,72.7,85,10.3,19.8,227,27.4,52.9,117,14.1,27.3,258,31.1,118,14.2,20,2.4,4,0.5
Staten Island,Ethnicity,Hispanic,2003,4 year June,760,381,50.1,276,36.3,72.4,84,11.1,22,192,25.3,50.4,105,13.8,27.6,251,33,109,14.3,8,1.1,11,1.4
Staten Island,Ethnicity,Hispanic,2002,4 year June,731,349,47.7,228,31.2,65.3,51,7.0,14.6,177,24.2,50.7,121,16.6,34.7,217,29.7,133,18.2,7,1,25,3.4
Staten Island,Ethnicity,Hispanic,2001,4 year June,604,312,51.7,204,33.8,65.4,49,8.1,15.7,155,25.7,49.7,108,17.9,34.6,178,29.5,94,15.6,18,3,2,0.3
Staten Island,Ethnicity,Hispanic,2012,5 year August,1149,857,74.6,728,63.4,84.9,125,10.9,14.6,603,52.5,70.4,129,11.2,15.1,88,7.7,161,14,12,1,31,2.7
Staten Island,Ethnicity,Hispanic,2011,5 year August,1067,763,71.5,632,59.2,82.8,123,11.5,16.1,509,47.7,66.7,131,12.3,17.2,87,8.2,178,16.7,12,1.1,25,2.3
Staten Island,Ethnicity,Hispanic,2010,5 year August,1029,770,74.8,654,63.6,84.9,106,10.3,13.8,548,53.3,71.2,116,11.3,15.1,69,6.7,159,15.5,9,0.9,21,2
Staten Island,Ethnicity,Hispanic,2009,5 year August,984,674,68.5,605,61.5,89.8,108,11.0,16,497,50.5,73.7,69,7,10.2,86,8.7,177,18,13,1.3,33,3.4
Staten Island,Ethnicity,Hispanic,2008,5 year August,1050,703,67.0,639,60.9,90.9,115,11.0,16.4,524,49.9,74.5,64,6.1,9.1,91,8.7,202,19.2,21,2,31,3
Staten Island,Ethnicity,Hispanic,2007,5 year August,990,657,66.4,544,54.9,82.8,106,10.7,16.1,438,44.2,66.7,113,11.4,17.2,67,6.8,215,21.7,14,1.4,34,3.4
Staten Island,Ethnicity,Hispanic,2006,5 year August,915,613,67.0,451,49.3,73.6,114,12.5,18.6,337,36.8,55,162,17.7,26.4,70,7.7,177,19.3,23,2.5,30,3.3
Staten Island,Ethnicity,Hispanic,2012,5 year June,1149,850,74.0,721,62.8,84.8,125,10.9,14.7,596,51.9,70.1,129,11.2,15.2,95,8.3,161,14,12,1,31,2.7
Staten Island,Ethnicity,Hispanic,2011,5 year June,1067,745,69.8,626,58.7,84.0,123,11.5,16.5,503,47.1,67.5,119,11.2,16,105,9.8,178,16.7,12,1.1,25,2.3
Staten Island,Ethnicity,Hispanic,2010,5 year June,1029,760,73.9,648,63.0,85.3,106,10.3,13.9,542,52.7,71.3,112,10.9,14.7,79,7.7,159,15.5,9,0.9,21,2
Staten Island,Ethnicity,Hispanic,2009,5 year June,984,670,68.1,603,61.3,90.0,108,11.0,16.1,495,50.3,73.9,67,6.8,10,90,9.1,177,18,13,1.3,33,3.4
Staten Island,Ethnicity,Hispanic,2008,5 year June,1050,700,66.7,638,60.8,91.1,115,11.0,16.4,523,49.8,74.7,62,5.9,8.9,93,8.9,202,19.2,22,2.1,31,3
Staten Island,Ethnicity,Hispanic,2007,5 year June,990,649,65.6,539,54.4,83.1,106,10.7,16.3,433,43.7,66.7,110,11.1,16.9,73,7.4,217,21.9,14,1.4,34,3.4
Staten Island,Ethnicity,Hispanic,2006,5 year June,915,605,66.1,449,49.1,74.2,114,12.5,18.8,335,36.6,55.4,156,17,25.8,75,8.2,181,19.8,23,2.5,29,3.2
Staten Island,Ethnicity,Hispanic,2005,5 year June,932,568,60.9,386,41.4,68.0,94,10.1,16.5,292,31.3,51.4,182,19.5,32,87,9.3,203,21.8,21,2.3,50,5.4
Staten Island,Ethnicity,Hispanic,2004,5 year June,865,523,60.5,344,39.8,65.8,86,9.9,16.4,258,29.8,49.3,179,20.7,34.2,75,8.7,184,21.3,17,2,66,7.6
Staten Island,Ethnicity,Hispanic,2003,5 year June,760,448,58.9,296,38.9,66.1,84,11.1,18.8,212,27.9,47.3,152,20,33.9,108,14.2,171,22.5,18,2.4,14,1.8
Staten Island,Ethnicity,Hispanic,2002,5 year June,731,410,56.1,253,34.6,61.7,53,7.3,12.9,200,27.4,48.8,163,22.3,39.8,112,15.3,171,23.4,12,1.6,26,3.6
Staten Island,Ethnicity,Hispanic,2001,5 year June,604,367,60.8,212,35.1,57.8,49,8.1,13.4,163,27,44.4,156,25.8,42.5,70,11.6,140,23.2,24,4,2,0.3
Staten Island,Ethnicity,Hispanic,2011,6 year June,1067,783,73.4,638,59.8,81.5,123,11.5,15.7,515,48.3,65.8,145,13.6,18.5,52,4.9,188,17.6,13,1.2,29,2.7
Staten Island,Ethnicity,Hispanic,2010,6 year June,1026,786,76.6,661,64.4,84.1,106,10.3,13.5,555,54.1,70.6,125,12.2,15.9,38,3.7,165,16.1,13,1.3,23,2.2
Staten Island,Ethnicity,Hispanic,2009,6 year June,981,698,71.2,618,63.0,88.5,108,11.0,15.5,510,52,73.1,80,8.2,11.5,50,5.1,183,18.7,14,1.4,36,3.7
Staten Island,Ethnicity,Hispanic,2008,6 year June,1052,727,69.1,651,61.9,89.5,115,10.9,15.8,536,51,73.7,76,7.2,10.5,49,4.7,216,20.5,24,2.3,33,3.1
Staten Island,Ethnicity,Hispanic,2007,6 year June,992,680,68.5,555,55.9,81.6,106,10.7,15.6,449,45.3,66,125,12.6,18.4,24,2.4,235,23.7,14,1.4,36,3.6
Staten Island,Ethnicity,Hispanic,2006,6 year June,905,625,69.1,456,50.4,73.0,114,12.6,18.2,342,37.8,54.7,169,18.7,27,36,4,187,20.7,25,2.8,31,3.4
Staten Island,Ethnicity,Hispanic,2005,6 year June,930,595,64.0,395,42.5,66.4,94,10.1,15.8,301,32.4,50.6,200,21.5,33.6,44,4.7,219,23.5,21,2.3,48,5.2
Staten Island,Ethnicity,Hispanic,2004,6 year June,864,550,63.7,351,40.6,63.8,86,10.0,15.6,265,30.7,48.2,199,23,36.2,76,8.8,200,23.1,18,2.1,20,2.3
Staten Island,Ethnicity,Hispanic,2003,6 year June,774,486,62.8,303,39.1,62.3,84,10.9,17.3,219,28.3,45.1,183,23.6,37.7,47,6.1,193,24.9,17,2.2,30,3.9
Staten Island,Ethnicity,Hispanic,2002,6 year June,731,432,59.1,260,35.6,60.2,53,7.3,12.3,207,28.3,47.9,178,24.4,41.2,59,8.1,201,27.5,13,1.8,26,3.6
Staten Island,Ethnicity,Hispanic,2001,6 year June,604,378,62.6,212,35.1,56.1,49,8.1,13,163,27,43.1,167,27.6,44.2,43,7.1,156,25.8,24,4,2,0.3
Staten Island,Ethnicity,Multi-Racial,2013,4 year August,33,24,72.7,23,69.7,95.8,10,30.3,41.7,13,39.4,54.2,1,3,4.2,6,18.2,1,3,0,0,2,6.1
Staten Island,Ethnicity,Multi-Racial,2012,4 year August,17,13,76.5,12,70.6,92.3,6,35.3,46.2,6,35.3,46.2,1,5.9,7.7,4,23.5,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2011,4 year August,10,7,70.0,6,60.0,85.7,1,10.0,14.3,5,50,71.4,1,10,14.3,2,20,1,10,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2010,4 year August,9,4,44.4,4,44.4,100.0,0,0.0,0,4,44.4,100,0,0,0,5,55.6,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2009,4 year August,10,4,40.0,4,40.0,100.0,0,0.0,0,4,40,100,0,0,0,5,50,1,10,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2008,4 year August,6,3,50.0,3,50.0,100.0,1,16.7,33.3,2,33.3,66.7,0,0,0,3,50,0,0,0,0,0,0
Staten Island,Ethnicity,Native American,2010,4 year June,16,12,75.0,11,68.8,91.7,4,25.0,33.3,7,43.8,58.3,1,6.3,8.3,4,25,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2007,4 year August,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Multi-Racial,2006,4 year August,10,9,90.0,8,80.0,88.9,3,30.0,33.3,5,50,55.6,1,10,11.1,1,10,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2005,4 year August,10,7,70.0,3,30.0,42.9,1,10.0,14.3,2,20,28.6,4,40,57.1,3,30,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2013,4 year June,33,24,72.7,23,69.7,95.8,10,30.3,41.7,13,39.4,54.2,1,3,4.2,6,18.2,1,3,0,0,2,6.1
Staten Island,Ethnicity,Multi-Racial,2012,4 year June,17,13,76.5,12,70.6,92.3,6,35.3,46.2,6,35.3,46.2,1,5.9,7.7,4,23.5,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2011,4 year June,10,7,70.0,6,60.0,85.7,1,10.0,14.3,5,50,71.4,1,10,14.3,2,20,1,10,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2010,4 year June,9,4,44.4,4,44.4,100.0,0,0.0,0,4,44.4,100,0,0,0,5,55.6,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2009,4 year June,10,4,40.0,4,40.0,100.0,0,0.0,0,4,40,100,0,0,0,5,50,1,10,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2008,4 year June,6,3,50.0,3,50.0,100.0,1,16.7,33.3,2,33.3,66.7,0,0,0,3,50,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2007,4 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Multi-Racial,2006,4 year June,10,9,90.0,8,80.0,88.9,3,30.0,33.3,5,50,55.6,1,10,11.1,1,10,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2005,4 year June,10,6,60.0,2,20.0,33.3,1,10.0,16.7,1,10,16.7,4,40,66.7,4,40,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2003,4 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Multi-Racial,2012,5 year August,16,15,93.8,12,75.0,80.0,6,37.5,40,6,37.5,40,3,18.8,20,0,0,1,6.3,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2011,5 year August,8,7,87.5,6,75.0,85.7,1,12.5,14.3,5,62.5,71.4,1,12.5,14.3,0,0,1,12.5,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2010,5 year August,9,6,66.7,5,55.6,83.3,0,0.0,0,5,55.6,83.3,1,11.1,16.7,0,0,3,33.3,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2009,5 year August,9,5,55.6,5,55.6,100.0,0,0.0,0,5,55.6,100,0,0,0,1,11.1,3,33.3,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2008,5 year August,6,4,66.7,4,66.7,100.0,1,16.7,25,3,50,75,0,0,0,2,33.3,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2007,5 year August,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Multi-Racial,2006,5 year August,9,9,100.0,8,88.9,88.9,3,33.3,33.3,5,55.6,55.6,1,11.1,11.1,0,0,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2012,5 year June,16,15,93.8,12,75.0,80.0,6,37.5,40,6,37.5,40,3,18.8,20,0,0,1,6.3,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2011,5 year June,8,7,87.5,6,75.0,85.7,1,12.5,14.3,5,62.5,71.4,1,12.5,14.3,0,0,1,12.5,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2010,5 year June,9,6,66.7,5,55.6,83.3,0,0.0,0,5,55.6,83.3,1,11.1,16.7,0,0,3,33.3,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2009,5 year June,9,4,44.4,4,44.4,100.0,0,0.0,0,4,44.4,100,0,0,0,2,22.2,3,33.3,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2008,5 year June,6,4,66.7,4,66.7,100.0,1,16.7,25,3,50,75,0,0,0,2,33.3,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2007,5 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Multi-Racial,2006,5 year June,9,9,100.0,8,88.9,88.9,3,33.3,33.3,5,55.6,55.6,1,11.1,11.1,0,0,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2005,5 year June,11,9,81.8,4,36.4,44.4,1,9.1,11.1,3,27.3,33.3,5,45.5,55.6,2,18.2,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2003,5 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Multi-Racial,2011,6 year June,8,7,87.5,6,75.0,85.7,1,12.5,14.3,5,62.5,71.4,1,12.5,14.3,0,0,1,12.5,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2010,6 year June,9,6,66.7,5,55.6,83.3,0,0.0,0,5,55.6,83.3,1,11.1,16.7,0,0,3,33.3,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2009,6 year June,9,6,66.7,5,55.6,83.3,0,0.0,0,5,55.6,83.3,1,11.1,16.7,0,0,3,33.3,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2008,6 year June,6,5,83.3,5,83.3,100.0,1,16.7,20,4,66.7,80,0,0,0,1,16.7,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2007,6 year June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Multi-Racial,2006,6 year June,9,9,100.0,8,88.9,88.9,3,33.3,33.3,5,55.6,55.6,1,11.1,11.1,0,0,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2005,6 year June,10,9,90.0,4,40.0,44.4,1,10.0,11.1,3,30,33.3,5,50,55.6,1,10,0,0,0,0,0,0
Staten Island,Ethnicity,Multi-Racial,2003,6 year June,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Staten Island,Ethnicity,Native American,2013,4 year August,15,12,80.0,12,80.0,100.0,1,6.7,8.3,11,73.3,91.7,0,0,0,1,6.7,2,13.3,0,0,0,0
Staten Island,Ethnicity,Native American,2012,4 year August,17,13,76.5,10,58.8,76.9,4,23.5,30.8,6,35.3,46.2,3,17.6,23.1,2,11.8,2,11.8,0,0,0,0
Staten Island,Ethnicity,Native American,2011,4 year August,22,15,68.2,15,68.2,100.0,3,13.6,20,12,54.5,80,0,0,0,2,9.1,5,22.7,0,0,0,0
Staten Island,Ethnicity,Native American,2010,4 year August,16,12,75.0,11,68.8,91.7,4,25.0,33.3,7,43.8,58.3,1,6.3,8.3,4,25,0,0,0,0,0,0
Staten Island,Ethnicity,Native American,2009,4 year August,14,10,71.4,9,64.3,90.0,2,14.3,20,7,50,70,1,7.1,10,1,7.1,2,14.3,0,0,1,7.1
